intent,text,response
WorldCuisine,Türk mutfağından kahvaltılık hamur işleri tarifleri verir misin,"İşte lezzetli Türk kahvaltılık hamur işleri:,1. Poğaça: Malzemeler: Un, maya, peynir, yumurta, süt. Yapılışı: Hamuru yoğurun, içine peynir koyup şekillendirin. Fırında pişirin. 2. Açma: Malzemeler: Un, maya, tereyağı, yumurta. Yapılışı: Hamuru kat kat açın, rulo yapıp şekillendirin. Fırında pişirin. 3. Börek: Malzemeler: Yufka, peynir, maydanoz, yumurta. Yapılışı: Yufkaları iç malzemeyle kat kat dizin, fırında pişirin."
WorldCuisine,Türk mutfağından daha fazla çorba tarifi verir misin,"İşte daha fazla Türk çorba tarifi:,1. Ezogelin Çorbası: Malzemeler: Kırmızı mercimek, pirinç, bulgur, soğan, domates. Yapılışı: Tüm malzemeleri pişirin, blenderdan geçirin. 2. İşkembe Çorbası: Malzemeler: İşkembe, sarımsak, sirke, limon. Yapılışı: İşkembeyi pişirin, sarımsaklı sos ekleyin. 3. Yayla Çorbası: Malzemeler: Yoğurt, pirinç, nane, yumurta. Yapılışı: Yoğurtlu çorbayı pişirin, üzerine kızdırılmış yağ dökün."
WorldCuisine,Türk mutfağından daha fazla zeytinyağlı tarif verir misin,"İşte daha fazla Türk zeytinyağlı tarifi:,1. Zeytinyağlı Enginar: Malzemeler: Enginar, havuç, bezelye, soğan, zeytinyağı. Yapılışı: Enginarları temizleyin, sebzelerle pişirin. 2. Zeytinyağlı Börülce: Malzemeler: Börülce, soğan, domates, zeytinyağı. Yapılışı: Börülceleri pişirin, soğan ve domatesle harmanlayın. 3. Zeytinyağlı Bakla: Malzemeler: Bakla, soğan, dereotu, zeytinyağı. Yapılışı: Baklaları pişirin, dereotu ile servis edin."
WorldCuisine,Türk mutfağından daha fazla et yemeği tarifi verir misin,"İşte daha fazla Türk et yemeği tarifi:,1. Hünkar Beğendi: Malzemeler: Kuzu eti, patlıcan, süt, un, tereyağı. Yapılışı: Eti pişirin, patlıcan püresi hazırlayın. 2. Ali Nazik: Malzemeler: Kıyma, patlıcan, yoğurt, sarımsak. Yapılışı: Patlıcanları közleyin, kıymalı sos hazırlayın. 3. Etli Nohut: Malzemeler: Nohut, et, soğan, domates. Yapılışı: Nohut ve eti birlikte pişirin."
WorldCuisine,Türk mutfağından daha fazla pilav tarifi verir misin,"İşte daha fazla Türk pilav tarifi:,1. Nohutlu Pilav: Malzemeler: Pirinç, nohut, soğan, tereyağı. Yapılışı: Nohutlu pilavı pişirin. 2. Domatesli Pilav: Malzemeler: Pirinç, domates, soğan, biber. Yapılışı: Domatesli pilavı pişirin. 3. Sebzeli Pilav: Malzemeler: Pirinç, havuç, bezelye, mısır. Yapılışı: Sebzeli pilavı pişirin."
WorldCuisine,Türk mutfağından daha fazla börek tarifi verir misin,"İşte daha fazla Türk börek tarifi:,1. Kol Böreği: Malzemeler: Yufka, peynir, maydanoz, yumurta. Yapılışı: Yufkayı rulo yapıp içine harç koyun. 2. Sigara Böreği: Malzemeler: Yufka, peynir, maydanoz. Yapılışı: Yufkayı sigara şeklinde sarın. 3. Çiğ Börek: Malzemeler: Hamur, kıyma, soğan. Yapılışı: Hamuru açın, içine harç koyup kapatın, kızartın."
WorldCuisine,Türk mutfağından daha fazla tatlı tarifi verir misin,"İşte daha fazla Türk tatlı tarifi:,1. Künefe: Malzemeler: Kadayıf, peynir, şerbet, tereyağı. Yapılışı: Kadayıfı peynirle kat kat dizin, şerbet dökün. 2. Kazandibi: Malzemeler: Süt, pirinç unu, şeker, vanilya. Yapılışı: Muhallebiyi pişirin, üzerini kızartın. 3. Aşure: Malzemeler: Buğday, nohut, fasulye, kuru meyveler. Yapılışı: Tüm malzemeleri pişirin, üzerine tarçın serpin."
WorldCuisine,Türk mutfağından daha fazla salata tarifi verir misin,"İşte daha fazla Türk salata tarifi:,1. Gavurdağı Salatası: Malzemeler: Domates, ceviz, nar ekşisi, maydanoz. Yapılışı: Malzemeleri doğrayıp karıştırın. 2. Piyaz: Malzemeler: Fasulye, soğan, maydanoz, limon. Yapılışı: Fasulyeyi pişirin, diğer malzemelerle karıştırın. 3. Çoban Salatası: Malzemeler: Domates, salatalık, biber, soğan. Yapılışı: Tüm sebzeleri doğrayıp karıştırın."
WorldCuisine,Türk mutfağından daha fazla meze tarifi verir misin,"İşte daha fazla Türk meze tarifi:,1. Humus: Malzemeler: Nohut, tahin, sarımsak, limon. Yapılışı: Nohutu püre yapın, malzemelerle karıştırın. 2. Patlıcan Ezme: Malzemeler: Patlıcan, sarımsak, maydanoz, zeytinyağı. Yapılışı: Patlıcanları közleyip ezerek karıştırın. 3. Atom: Malzemeler: Yoğurt, sarımsak, ceviz, nane. Yapılışı: Yoğurdu sarımsakla çırpın, ceviz ve nane ekleyin."
WorldCuisine,Türk mutfağından daha fazla sokak lezzeti tarifi verir misin,"İşte daha fazla Türk sokak lezzeti tarifi:,1. Kokoreç: Malzemeler: Bağırsak, baharatlar, ekmek. Yapılışı: Bağırsağı şişe sarıp pişirin, ekmek arası servis edin. 2. Midye Tava: Malzemeler: Midye, un, yumurta, ekmek kırıntısı. Yapılışı: Midyeleri kızartın, limonla servis edin. 3. Kumpir: Malzemeler: Patates, tereyağı, peynir, sosis. Yapılışı: Patatesi fırında pişirin, içine malzemeleri doldurun."
WorldCuisine,Türk mutfağından daha fazla kebap tarifi verir misin,"İşte daha fazla Türk kebap tarifi:,1. Çöp Şiş: Malzemeler: Et, biber, domates, soğan. Yapılışı: Malzemeleri şişe dizip ızgarada pişirin. 2. Patlıcanlı Kebap: Malzemeler: Kıyma, patlıcan, domates, biber. Yapılışı: Patlıcanları közleyip kıymalı harçla servis edin. 3. Şiş Kebap: Malzemeler: Et, soğan, biber, domates. Yapılışı: Eti şişe dizip mangalda pişirin."
WorldCuisine,Türk mutfağından daha fazla dolma tarifi verir misin,"İşte daha fazla Türk dolma tarifi:,1. Kabak Dolması: Malzemeler: Kabak, pirinç, kıyma, soğan. Yapılışı: Kabakları oyup içine harç doldurun. 2. Domates Dolması: Malzemeler: Domates, pirinç, kıyma, soğan. Yapılışı: Domatesleri oyup içine harç doldurun. 3. Patlıcan Dolması: Malzemeler: Patlıcan, pirinç, kıyma, soğan. Yapılışı: Patlıcanları oyup içine harç doldurun."
WorldCuisine,Türk mutfağından daha fazla hamur işi tarifi verir misin,"İşte daha fazla Türk hamur işi tarifi:,1. Mantı: Malzemeler: Un, kıyma, soğan, yoğurt. Yapılışı: Hamuru açıp içine harç koyun, haşlayın. 2. Gözleme: Malzemeler: Un, peynir, ıspanak, patates. Yapılışı: Hamuru açıp içine harç koyun, sacda pişirin. 3. Katmer: Malzemeler: Un, kaymak, şeker, tereyağı. Yapılışı: Hamuru kat kat açıp kaymakla doldurun."
WorldCuisine,Türk mutfağından yöresel yemek tarifleri verir misin,"İşte lezzetli Türk yöresel yemek tarifleri:,1. İskender Kebap (Bursa): Malzemeler: Döner, tereyağı, domates sosu, yoğurt. Yapılışı: Döneri dilimleyip pilav üzerine yerleştirin, sos ve tereyağı ekleyin. 2. Manti (Kayseri): Malzemeler: Un, kıyma, soğan, yoğurt. Yapılışı: Hamuru açıp küçük kareler kesin, içine harç koyup kapatın. 3. Lahmacun (Şanlıurfa): Malzemeler: Hamur, kıyma, soğan, domates, biber. Yapılışı: Hamuru açıp üzerine harç yayın, fırında pişirin."
WorldCuisine,Türk mutfağından daha fazla yöresel yemek tarifi verir misin,"İşte daha fazla Türk yöresel yemek tarifi:,1. Ciğer Tava (Adana): Malzemeler: Ciğer, un, karabiber, pul biber. Yapılışı: Ciğeri una bulayıp kızartın. 2. İçli Köfte (Gaziantep): Malzemeler: Bulgur, kıyma, ceviz, baharatlar. Yapılışı: Bulgurla hamur yapın, içine harç koyup şekillendirin. 3. Pide (Trabzon): Malzemeler: Hamur, peynir, yumurta, tereyağı. Yapılışı: Hamuru açıp içine malzemeleri koyun, fırında pişirin."
WorldCuisine,Türk mutfağından özel gün yemekleri tarifleri verir misin,"İşte lezzetli Türk özel gün yemekleri:,1. Keşkek: Malzemeler: Buğday, et, tereyağı. Yapılışı: Buğday ve eti uzun süre pişirin, dövün. 2. Güllaç: Malzemeler: Güllaç yaprağı, süt, şeker, gül suyu. Yapılışı: Yaprakları sütle ıslatıp kat kat dizin. 3. Aşure: Malzemeler: Buğday, nohut, fasulye, kuru meyveler. Yapılışı: Tüm malzemeleri pişirip karıştırın."
WorldCuisine,Türk mutfağından daha fazla özel gün yemeği tarifi verir misin,"İşte daha fazla Türk özel gün yemeği tarifi:,1. İrmik Helvası: Malzemeler: İrmik, şeker, süt, tereyağı. Yapılışı: İrmiği kavurun, şerbet ekleyin. 2. Zerde: Malzemeler: Pirinç, şeker, safran, gül suyu. Yapılışı: Pirinci pişirin, safranlı şerbet ekleyin. 3. Hoşaf: Malzemeler: Kuru meyveler, şeker, su. Yapılışı: Meyveleri şekerle pişirin."
WorldCuisine,Türk mutfağından mevsimlik yemek tarifleri verir misin,"İşte lezzetli Türk mevsimlik yemek tarifleri:,1. Enginar Yemeği (İlkbahar): Malzemeler: Enginar, havuç, bezelye, zeytinyağı. Yapılışı: Enginarları temizleyip sebzelerle pişirin. 2. Kabak Tatlısı (Yaz): Malzemeler: Kabak, şeker, ceviz, tarçın. Yapılışı: Kabakları şekerle pişirin. 3. Kestane Şekeri (Sonbahar): Malzemeler: Kestane, şeker, su. Yapılışı: Kestaneleri şeker şerbetinde pişirin."
WorldCuisine,Türk mutfağından daha fazla mevsimlik yemek tarifi verir misin,"İşte daha fazla Türk mevsimlik yemek tarifi:,1. Bamya Yemeği (Yaz): Malzemeler: Bamya, domates, soğan, zeytinyağı. Yapılışı: Bamyaları sebzelerle pişirin. 2. Ispanak Yemeği (Kış): Malzemeler: Ispanak, soğan, pirinç, zeytinyağı. Yapılışı: Ispanağı pirinçle pişirin. 3. Bakla Yemeği (İlkbahar): Malzemeler: Bakla, soğan, dereotu, zeytinyağı. Yapılışı: Baklaları sebzelerle pişirin."
WorldCuisine,Türk mutfağından daha fazla yöresel tatlı tarifi verir misin,"İşte daha fazla Türk yöresel tatlı tarifi:,1. Sütlaç (İstanbul): Malzemeler: Pirinç, süt, şeker, vanilya. Yapılışı: Pirinci sütle pişirin, fırında üzerini kızartın. 2. Katmer (Gaziantep): Malzemeler: Un, kaymak, şeker, tereyağı. Yapılışı: Hamuru kat kat açıp kaymakla doldurun. 3. Künefe (Hatay): Malzemeler: Kadayıf, peynir, şerbet, tereyağı. Yapılışı: Kadayıfı peynirle kat kat dizin, şerbet dökün."
WorldCuisine,Türk mutfağından daha fazla yöresel çorba tarifi verir misin,"İşte daha fazla Türk yöresel çorba tarifi:,1. Tarhana Çorbası (Konya): Malzemeler: Tarhana, domates, soğan, nane. Yapılışı: Tarhanayı sebzelerle pişirin. 2. Düğün Çorbası (Sivas): Malzemeler: Un, yumurta, tereyağı, nane. Yapılışı: Un çorbasını pişirin, üzerine kızdırılmış yağ dökün. 3. Keşkek Çorbası (Kastamonu): Malzemeler: Buğday, et, tereyağı. Yapılışı: Buğday ve eti pişirip dövün."
WorldCuisine,Türk mutfağından daha fazla yemek tarifi verir misin,"İşte daha fazla Türk mutfağı tarifi:,1. Karnıyarık: Malzemeler: Patlıcan, biber, soğan, domates. Yapılışı: Patlıcanları kızartın, içini oyup kıymalı harç doldurun. 2. Mantı: Malzemeler: Un, yumurta, et, soğan, yoğurt. Yapılışı: Hamuru açıp içine harç koyun, haşlayın. 3. Lahmacun: Malzemeler: Hamur, kıyma, soğan, biber. Yapılışı: Hamuru açıp üzerine harç yayın. 4. İmam Bayıldı: Malzemeler: Patlıcan, domates, soğan, sarımsak. Yapılışı: Patlıcanları kızartıp içine harç doldurun. 5. Menemen: Malzemeler: Domates, yumurta, biber, soğan. Yapılışı: Sebzeleri kavurup yumurta ekleyin. 6. Simit: Malzemeler: Un, susam, su, tuz. Yapılışı: Hamuru halka şeklinde yapıp susama bulayın. 7. Kurabiye: Malzemeler: Un, şeker, tereyağı, yumurta. Yapılışı: Hamuru yoğurup şekillendirin. 8. Baklava: Malzemeler: Yufka, ceviz, şerbet, tereyağı. Yapılışı: Kat kat yufka ve ceviz dizin. 9. Döner: Malzemeler: Et, baharat, yoğurt, lavaş. Yapılışı: Eti pişirip dilimleyin. 10. Pilav: Malzemeler: Pirinç, tereyağı, su, tuz. Yapılışı: Pirinci kavurup suda pişirin."
WorldCuisine,Türk mutfağından daha fazla çorba tarifi verir misin,"İşte daha fazla Türk çorba tarifi:,1. Tavuk Çorbası: Malzemeler: Tavuk, sebze, makarna. Yapılışı: Kemikli tavuk ve sebzeleri kaynatın. 2. Ayran Aşı Çorbası: Malzemeler: Yoğurt, nohut, bulgur, nane. Yapılışı: Yoğurdu çırpıp nohut ve bulgur ekleyin. 3. Mercimek Çorbası: Malzemeler: Kırmızı mercimek, soğan, havuç, un. Yapılışı: Mercimeği sebzelerle pişirin. 4. Tarhana Çorbası: Malzemeler: Tarhana, domates, soğan, nane. Yapılışı: Tarhanayı sebzelerle pişirin."
WorldCuisine,Türk mutfağından daha fazla börek tarifi verir misin,"İşte daha fazla Türk börek tarifi:,1. Su Böreği: Malzemeler: Yufka, peynir, maydanoz, yumurta. Yapılışı: Yufkaları yağlayıp iç malzeme koyun. 2. Ispanaklı Börek: Malzemeler: Yufka, peynir, ıspanak, tereyağı. Yapılışı: Yufkaya ıspanak ve peynir koyup sarın. 3. Kol Böreği: Malzemeler: Yufka, peynir, maydanoz. Yapılışı: Yufkayı rulo yapıp içine harç koyun. 4. Sigara Böreği: Malzemeler: Yufka, peynir, maydanoz. Yapılışı: Yufkayı sigara şeklinde sarın."
WorldCuisine,Türk mutfağından daha fazla tatlı tarifi verir misin,"İşte daha fazla Türk tatlı tarifi:,1. Sütlaç: Malzemeler: Pirinç, süt, şeker, vanilya. Yapılışı: Pirinci sütle pişirin, fırında üzerini kızartın. 2. Revani: Malzemeler: Un, şeker, yumurta, irmik. Yapılışı: Hamuru pişirip şerbet dökün. 3. Kabak Tatlısı: Malzemeler: Kabak, şeker, ceviz, tarçın. Yapılışı: Kabakları şekerle pişirin. 4. Künefe: Malzemeler: Kadayıf, peynir, şerbet, tereyağı. Yapılışı: Kadayıfı peynirle kat kat dizin."
WorldCuisine,Türk mutfağından daha fazla sokak lezzeti tarifi verir misin,"İşte daha fazla Türk sokak lezzeti tarifi:,1. Döner Dürüm: Malzemeler: Döner, lavaş, domates, soğan. Yapılışı: Döneri lavaş içine koyup sarın. 2. Balık Ekmek: Malzemeler: Balık, ekmek, soğan, limon. Yapılışı: Balığı ızgarada pişirip ekmeğe koyun. 3. Kumpir: Malzemeler: Patates, tereyağı, peynir, sosis. Yapılışı: Patatesi fırında pişirip içine malzemeleri doldurun. 4. Kokoreç: Malzemeler: Bağırsak, baharatlar, ekmek. Yapılışı: Bağırsağı şişe sarıp pişirin."
WorldCuisine,Dünya mutfağından yemek tarifleri verir misin,"İşte lezzetli dünya mutfağı tarifleri:,1. Pizza (İtalyan): Malzemeler: Hamur, peynir, domates, pepperoni. Yapılışı: Hamuru açıp üzerine malzemeleri koyun. 2. Sushi (Japon): Malzemeler: Pirinç, balık, soya sosu, wasabi. Yapılışı: Pirinci balıkla sarın. 3. Tacos (Meksika): Malzemeler: Mısır ekmeği, et, domates, marul. Yapılışı: Eti pişirip ekmeğe koyun. 4. Paella (İspanyol): Malzemeler: Pirinç, safran, tavuk, deniz ürünleri. Yapılışı: Pirinci deniz ürünleriyle pişirin. 5. Moussaka (Yunan): Malzemeler: Patlıcan, kıyma, beşamel. Yapılışı: Kat kat patlıcan ve kıyma dizin. 6. Biryani (Hint): Malzemeler: Pirinç, et, baharatlar. Yapılışı: Pirinci et ve baharatlarla pişirin. 7. Pho (Vietnam): Malzemeler: Et suyu, pirinç eriştesi, sığır eti, taze otlar. Yapılışı: Erişteyi et suyunda pişirin. 8. Kimchi (Kore): Malzemeler: Lahana, acı biber, sarımsak. Yapılışı: Lahana ve baharatları fermente edin."
WorldCuisine,Dünya mutfağından daha fazla yemek tarifi verir misin,"İşte daha fazla dünya mutfağı tarifi:,1. Lasagna (İtalyan): Malzemeler: Makarna, kıyma, beşamel, peynir. Yapılışı: Kat kat makarna ve sos dizin. 2. Risotto (İtalyan): Malzemeler: Pirinç, şarap, parmesan, mantar. Yapılışı: Pirinci yavaşça pişirin. 3. Ratatouille (Fransız): Malzemeler: Patlıcan, kabak, biber, domates. Yapılışı: Sebzeleri kat kat dizin. 4. Goulash (Macar): Malzemeler: Dana eti, paprika, soğan. Yapılışı: Eti sebzelerle pişirin. 5. Schnitzel (Alman): Malzemeler: Dana eti, ekmek kırıntısı, yumurta. Yapılışı: Eti pane yapıp kızartın. 6. Pierogi (Polonya): Malzemeler: Hamur, patates, peynir. Yapılışı: Hamuru doldurup haşlayın. 7. Bakso (Endonezya): Malzemeler: Et topları, erişte, et suyu. Yapılışı: Et toplarını çorbada pişirin. 8. Ceviche (Peru): Malzemeler: Balık, limon, soğan, acı biber. Yapılışı: Balığı limonla marine edin."
WorldCuisine,Dünya mutfağından tatlı tarifleri verir misin,"İşte lezzetli dünya mutfağı tatlıları:,1. Tiramisu (İtalyan): Malzemeler: Mascarpone, espresso, bisküvi. Yapılışı: Kat kat bisküvi ve krema dizin. 2. Crêpes (Fransız): Malzemeler: Un, süt, yumurta, tereyağı. Yapılışı: İnce hamur yapıp pişirin. 3. Churros (İspanyol): Malzemeler: Un, su, tuz, şeker. Yapılışı: Hamuru kızartıp şeker serpin. 4. Gulab Jamun (Hint): Malzemeler: Süt tozu, şerbet, kakule. Yapılışı: Topları kızartıp şerbete atın. 5. Brigadeiro (Brezilya): Malzemeler: Kondens süt, kakao, tereyağı. Yapılışı: Karışımı yoğunlaştırıp toplar yapın. 6. Dobos Torte (Macar): Malzemeler: Kek, çikolata kreması, karamel. Yapılışı: Kat kat kek ve krema dizin. 7. Sacher Torte (Avusturya): Malzemeler: Çikolatalı kek, kayısı reçeli. Yapılışı: Keki reçel ve çikolatayla kaplayın."
GetRecipe,Tiramisu tarifi verir misin,"Tiramisu tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Mascarpone peyniri, espresso kahve, kedidili bisküvi, kakao. Yapılışı: Bisküvileri kahveye batırın. Mascarpone kremasını hazırlayın. Kat kat dizin ve üzerine kakao serpin."
GetRecipe,Churros tarifi verir misin,"Churros tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Un, su, tuz, şeker, tarçın, yağ. Yapılışı: Hamuru hazırlayın, sıkma torbasıyla şekil verin. Kızgın yağda kızartın. Şeker ve tarçın karışımına bulayın."
GetRecipe,Gulab Jamun tarifi verir misin,"Gulab Jamun tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Süt tozu, un, şeker, kakule, gül suyu. Yapılışı: Hamurdan toplar yapın, kızartın. Şerbete atıp bekletin."
GetRecipe,Kimchi tarifi verir misin,"Kimchi tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Çin lahanası, acı biber tozu, sarımsak, zencefil, balık sosu. Yapılışı: Lahanayı tuzlayın, baharatlarla karıştırın. Kavanozda fermente edin."
GetRecipe,Tom Yum tarifi verir misin,"Tom Yum tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Karides, mantar, limon otu, galangal, acı biber, kaffir lime yaprağı. Yapılışı: Et suyunu kaynatın, baharatları ekleyin. Karides ve mantarları pişirin."
GetRecipe,Falafel tarifi verir misin,"Falafel tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Nohut, soğan, sarımsak, kişniş, kimyon, maydanoz. Yapılışı: Nohutları ezin, baharatlarla karıştırın. Toplar yapıp kızartın."
GetRecipe,Hummus tarifi verir misin,"Hummus tarifi için malzemeler ve yapılışı şöyle:,Malzemeler: Nohut, tahin, limon suyu, sarımsak, zeytinyağı, kimyon. Yapılışı: Nohutları püre yapın, diğer malzemelerle karıştırın."
